key,latitude,longitude
218,40.823706,-73.941268
219,40.796414,-73.948223
220,40.717080,-73.994816
221,40.710163,-74.009696
222,40.757980,-73.999329
223,40.753198,-73.993767
224,40.849488,-73.932321
225,40.723639,-73.987322
226,40.834323,-73.941638
227,40.806719,-73.939918
228,40.811006,-73.959143
229,40.766537,-73.988397
230,40.715018,-73.992313
231,40.751604,-73.997932
232,40.756978,-73.977408
233,40.756630,-73.968814
234,40.736484,-73.983394
235,40.760512,-73.971541
236,40.828014,-73.943581
237,40.798685,-73.935746
238,40.746286,-73.986142
239,40.755973,-74.001837
240,40.711050,-74.006298
241,40.793024,-73.972982
242,40.729512,-73.981000
243,40.828286,-73.937925
244,40.723465,-73.977369
245,40.813173,-73.954882
246,40.758629,-73.961619
247,40.759546,-73.988095
248,40.728708,-73.980405
249,40.745512,-73.989242
250,40.749858,-74.005291
251,40.818736,-73.941995
252,40.752732,-73.978138
253,40.796931,-73.945507
254,40.808136,-73.942344
255,40.749067,-73.972506
256,40.786874,-73.951206
257,40.745822,-73.986452
258,40.734482,-74.005972
259,40.726135,-73.997337
260,40.773983,-73.954443
261,40.782589,-73.957564
262,40.724485,-73.990652
263,40.810646,-73.938541
264,40.744366,-73.976189
265,40.723308,-73.976323
266,40.808372,-73.942860
267,40.766757,-73.994809
268,40.780641,-73.958959
269,40.737721,-73.996565
270,40.758303,-73.974722
271,40.736893,-73.980583
272,40.717044,-73.992547
273,40.712990,-73.994939
274,40.827080,-73.954645
275,40.751493,-73.984011
276,40.769462,-73.983422
277,40.762023,-73.975782
278,40.793822,-73.947225
279,40.865818,-73.926444
280,40.730543,-74.009038
281,40.824482,-73.949867
282,40.806587,-73.940015
283,40.774081,-73.958953
284,40.794205,-73.933789
285,40.755641,-73.975109
286,40.826069,-73.939785
287,40.747769,-73.994590
288,40.761259,-73.987517
289,40.728628,-73.976126
290,40.713213,-73.997219
291,40.756474,-73.982913
292,40.828941,-73.937426
293,40.844146,-73.941351
294,40.743690,-74.005955
295,40.811637,-73.950111
296,40.797939,-73.960115
297,40.774151,-73.991826
298,40.767851,-73.952054
299,40.729379,-73.989475
